title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date
2 BHK Apartment for Sale in Sholinganallur Chennai,₹1.39 Cr,1100 sqft,https://www.magicbricks.com/prestige-courtyards-sholinganallur-chennai-pdpid-4d4235313136343235,2,9,2025-08-10 18:21:01.935184,Updated 13 hours ago,2025-08-10 05:21:01.935166
2 BHK Builder Floor for Sale in Perungudi Chennai,₹82 Lac,900 sqft,https://www.magicbricks.com/jbm-mudra-perungudi-chennai-pdpid-4d4235303236393131,2,10,2025-08-10 18:21:01.935772,Updated 13 hours ago,2025-08-10 05:21:01.935765
3 BHK Apartment for Sale in Poonamallee Chennai,₹58 Lac,1052 sqft,https://www.magicbricks.com/kg-centre-point-poonamallee-chennai-pdpid-4d4235303231323538,2,11,2025-08-10 18:21:01.936410,Updated 13 hours ago,2025-08-10 05:21:01.936403
2 BHK Apartment for Sale in Adyar Chennai,₹1.50 Cr,850 sqft,https://www.magicbricks.com/dev-karumari-adyar-chennai-pdpid-4d4235303432393535,2,14,2025-08-10 18:21:01.938217,Updated 13 hours ago,2025-08-10 05:21:01.938205
3 BHK Villa for Sale in Perumbakkam Chennai,₹1.47 Cr,1700 sqft,https://www.magicbricks.com/malles-akankssha-perumbakkam-chennai-pdpid-4d4235303931383533,2,15,2025-08-10 18:21:01.938909,Updated 13 hours ago,2025-08-10 05:21:01.938898
2 BHK Apartment for Sale in Mogappair West Ambattur Industrial Estate Chennai,₹99 Lac,960 sqft,https://www.magicbricks.com/vgn-minerva-mogappair-west-ambattur-industrial-estate-chennai-pdpid-4d4235303330323433,2,18,2025-08-10 18:21:01.940616,Updated 13 hours ago,2025-08-10 05:21:01.940606
4 BHK Apartment for Sale in Koyambedu Chennai,₹7 Cr,2982 sqft,https://www.magicbricks.com/crown-residences-koyambedu-chennai-pdpid-4d4235333933333233,2,22,2025-08-10 18:21:01.943012,Updated 13 hours ago,2025-08-10 05:21:01.943002
2 BHK Apartment for Sale in Korattur Chennai,₹80 Lac,829 sqft,https://www.magicbricks.com/alliance-orchid-springs-korattur-chennai-pdpid-4d4235303236303132,2,27,2025-08-10 18:21:01.945986,Updated 13 hours ago,2025-08-10 05:21:01.945976
2 BHK Apartment for Sale in Pammal Chennai,₹90 Lac,1237 sqft,https://www.magicbricks.com/appaswamy-the-bloomingdale-pammal-chennai-pdpid-4d4235303432303630,2,28,2025-08-10 18:21:01.946571,Updated 13 hours ago,2025-08-10 05:21:01.946566
2 BHK Apartment for Sale in Ayanambakkam Chennai,₹72 Lac,688 sqft,https://www.magicbricks.com/charan-enclave-ayanambakkam-chennai-pdpid-4d4235333234323937,2,30,2025-08-10 18:21:01.947829,Updated 13 hours ago,2025-08-10 05:21:01.947823
