title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date
1 BHK Apartment for Sale in Sector 99 Noida,₹43 Lac,72 sqm,https://www.magicbricks.com/lig-flats-sector-99-noida-pdpid-4d4235303735373433,2,30,2025-08-10 18:29:46.826315,Updated 5 days ago,2025-08-05 18:29:46.826291
"3 BHK Apartment for Sale in Sector 134, Noida Express Way Noida",₹1.35 Cr,1450 sqft,https://www.magicbricks.com/jaypee-klassic-sector-134-noida-pdpid-4d4235303231353035,3,1,2025-08-10 18:29:52.711006,Updated 6 days ago,2025-08-04 18:29:52.710981
"3 BHK Apartment for Sale in Sector 150, Pusta Road Noida",₹2.01 Cr,1548 sqft,https://www.magicbricks.com/godrej-nurture-sector-150-noida-pdpid-4d4235313139313331,3,2,2025-08-10 18:29:52.711583,Updated yesterday,2025-08-09 12:00:00.000000
2 BHK Apartment for Sale in Sector 118 Noida,₹90 Lac,1255 sqft,https://www.magicbricks.com/ajnara-ambrosia-sector-118-noida-pdpid-4d4235303233393933,3,3,2025-08-10 18:29:52.712207,Updated yesterday,2025-08-09 12:00:00.000000
2 BHK Apartment for Sale in Noida Extension Noida,₹81 Lac,1055 sqft,https://www.magicbricks.com/gaur-city-2-12th-avenue-noida-extension-noida-pdpid-4d4235323234343337,3,4,2025-08-10 18:29:52.712794,Updated 3 days ago,2025-08-07 18:29:52.712785
2 BHK Apartment for Sale in Noida Extension Noida,₹71 Lac,855 sqft,https://www.magicbricks.com/gaur-city-14th-avenue-noida-extension-noida-pdpid-4d4235323234343431,3,5,2025-08-10 18:29:52.713289,Updated 6 days ago,2025-08-04 18:29:52.713282
"2 BHK Apartment for Sale in Sector 129, Noida Express Way Noida",₹95 Lac,1230 sqft,https://www.magicbricks.com/jaypee-greens-krescent-homes-sector-129-noida-pdpid-4d4235303231353134,3,9,2025-08-10 18:29:52.715345,Updated 3 days ago,2025-08-07 18:29:52.715332
3 BHK Apartment for Sale in Sector 146 Noida,₹2.99 Cr,1758 sqft,https://www.magicbricks.com/godrej-jardinia-sector-146-noida-pdpid-4d4235343230363139,3,10,2025-08-10 18:29:52.715854,Updated 3 days ago,2025-08-07 18:29:52.715845
2 BHK Apartment for Sale in Aranya Noida,₹1.55 Cr,1246 sqft,https://www.magicbricks.com/gaur-grandeur-sector-119-noida-pdpid-4d4235303432323530,3,11,2025-08-10 18:29:52.716484,Updated 5 days ago,2025-08-05 18:29:52.716476
3 BHK Apartment for Sale in Sector 121 Noida,₹1.47 Cr,1285 sqft,https://www.magicbricks.com/agc-realty-homes-121-sector-121-noida-pdpid-4d4235303231393736,3,12,2025-08-10 18:29:52.717015,Updated 3 days ago,2025-08-07 18:29:52.717008
2 BHK Apartment for Sale in Noida Extension Noida,₹1.23 Cr,1050 sqft,https://www.magicbricks.com/ace-divino-noida-extension-noida-pdpid-4d4235303835303737,3,14,2025-08-10 18:29:52.718007,Updated 4 days ago,2025-08-06 18:29:52.718000
"Studio Apartment for Sale in Sector 119, Pusta Road Noida",₹98.5 Lac,597 sqft,https://www.magicbricks.com/eldeco-aamantran-sector-119-noida-pdpid-4d4235303130303337,3,15,2025-08-10 18:29:52.718543,Updated 5 days ago,2025-08-05 18:29:52.718537
"2 BHK Apartment for Sale in Sector 79, Dadri Road Noida",₹1.65 Cr,1120 sqft,https://www.magicbricks.com/mahagun-mirabella-sector-79-noida-pdpid-4d4235303230373438,3,16,2025-08-10 18:29:52.719084,Updated 3 days ago,2025-08-07 18:29:52.719078
2 BHK Apartment for Sale in Noida Extension Noida,₹93 Lac,1245 sqft,https://www.magicbricks.com/ace-divino-noida-extension-noida-pdpid-4d4235303835303737,3,17,2025-08-10 18:29:52.719546,Updated yesterday,2025-08-09 12:00:00.000000
"2 BHK Apartment for Sale in Sector 119, Pusta Road Noida",₹1.32 Cr,1144 sqft,https://www.magicbricks.com/eldeco-aamantran-sector-119-noida-pdpid-4d4235303130303337,3,18,2025-08-10 18:29:52.720075,Updated yesterday,2025-08-09 12:00:00.000000
"2 BHK Apartment for Sale in Sector 144, Noida Express Way Noida",₹1.32 Cr,925 sqft,https://www.magicbricks.com/gulshan-botnia-sector-144-noida-pdpid-4d4235303839373638,3,19,2025-08-10 18:29:52.720625,Updated yesterday,2025-08-09 12:00:00.000000
2 BHK Apartment for Sale in Block B Sector 34 Noida,₹37.1 Lac,Ready to Move,https://www.magicbricks.com/himgiri-apartments-sector-34-block-b-noida-pdpid-4d4235303130393034,3,29,2025-08-10 18:29:52.726806,"Posted:   Aug 05, '25",
