title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date,bathrooms,balcony,property_type,furnishing,floor_details,locality,society,status,facing,parking,ownership,transaction,overlooking,data_quality_score,validation_issues,is_valid
3 BHK Apartment for Sale in Sector 66 Gurgaon,4.30 Cr,1996 sqft,https://www.magicbricks.com/emaar-the-palm-drive-sector-66-gurgaon-pdpid-4d4235303232343832,3,5,2025-08-12 17:49:52.313755,Updated 8 hours ago,2025-08-12 09:49:52.312396,3,3,3 BHK,Unfurnished,3 out of 3,,Emaar The Palm Drive,Ready to Move,Read more,2 Covered,Freehold,Resale,"Garden/Park, Pool",110.5,[],True
3 BHK Apartment for Sale in Phase 2 Greenopolis Gurgaon,2 Cr,1450 sqft,https://www.magicbricks.com/orris-3c-greenopolis-sector-89-gurgaon-pdpid-4d4235303238343130,3,6,2025-08-12 17:49:52.316177,Updated 4 hours ago,2025-08-12 13:49:52.315023,3,3,3 BHK,Unfurnished,14 out of 14,,Orris 3c Greenopolis,Ready to Move,West,,Leasehold,New Property,Garden/Park,105.3,[],True
3 BHK Builder Floor for Sale in Sector 23A Gurgaon,1.85 Cr,1350 sqft,https://www.magicbricks.com/ashiana-apartment-sector-23a-gurgaon-pdpid-4d4235303831323637,3,7,2025-08-12 17:49:52.317877,Updated 5 hours ago,2025-08-12 12:49:52.316832,3,3,3 BHK,Furnished,1 out of 3,,Ashiana Apartment,Ready to Move,East,,Freehold,New Property,Garden/Park,105.3,[],True
3 BHK Apartment for Sale in Sector 65 Gurgaon,3.25 Cr,1650 sqft,https://www.magicbricks.com/emaar-emerald-hills-sector-65-gurgaon-pdpid-4d4235303232343738,3,9,2025-08-12 17:49:52.320182,Updated 12 hours ago,2025-08-12 05:49:52.319176,3,2,3 BHK,Semi-Furnished,5 out of 5,,Emaar Emerald Hills,Ready to Move,East,"1 Covered,",Freehold,New Property,,105.3,[],True
3 BHK Apartment for Sale in Sushant Lok 2 Sector 57 Gurgaon,2.75 Cr,1300 sqft,https://www.magicbricks.com/tulip-garden-sushant-lok-2-gurgaon-pdpid-4d4235303130323338,3,10,2025-08-12 17:49:52.322001,Updated 1 hour ago,2025-08-12 16:49:52.320749,4,2,3 BHK,Semi-Furnished,2 out of 2,,Tulip Garden,Ready to Move,North,1 Open,Freehold,Resale,Main Road,110.5,[],True
3 BHK Apartment for Sale in Sector 79 Gurgaon,2.04 Cr,1629 sqft,https://www.magicbricks.com/m3m-antalya-hills-phase-i-sector-79-gurgaon-pdpid-4d4235333930323531,3,11,2025-08-12 17:49:52.323958,Updated yesterday,2025-08-11 12:00:00.000000,3,3,3 BHK,Semi-Furnished,4 out of 4,,M3M Antalya Hills Phase I,,,,Freehold,Resale,,89.5,[],True
2 BHK Apartment for Sale in Sector 33 Sohna Gurgaon,1.70 Cr,1385 sqft,https://www.magicbricks.com/godrej-nature-plus-sohna-sector-33-gurgaon-pdpid-4d4235313132333731,3,13,2025-08-12 17:49:52.326112,Updated yesterday,2025-08-11 12:00:00.000000,2,3,2 BHK,Unfurnished,15 out of 22,,Godrej Nature Plus,Ready to Move,East,,Freehold,Resale,Garden/Park,105.3,[],True
2 BHK Apartment for Sale in Phase 5 DLF Gurgaon,1.26 Cr,982 sqft,https://www.magicbricks.com/dlf-princeton-estate-dlf-phase-5-gurgaon-pdpid-4d4235303031343431,3,16,2025-08-12 17:49:52.329401,Updated yesterday,2025-08-11 12:00:00.000000,2,1,2 BHK,Furnished,2 out of 6,,DLF Princeton Estate,Ready to Move,East,1 Covered,,Resale,,100.0,[],True
"Studio Apartment for Sale in Sector 37D, Delhi Gurgaon Expressway Gurgaon",8 Lac,325 sqft,https://www.magicbricks.com/ramprastha-the-edge-towers-sector-37d-gurgaon-pdpid-4d4235303130333531,3,17,2025-08-12 17:49:52.330712,Updated yesterday,2025-08-11 12:00:00.000000,,,Studio,Unfurnished,3 out of 10,,Ramprastha The Edge Towers,Ready to Move,,1 Covered,,Resale,,84.2,[],True
3 BHK Apartment for Sale in Sector 83 Gurgaon,1.94 Cr,1850 sqft,https://www.magicbricks.com/ss-cendana-sector-83-gurgaon-pdpid-4d4235343136383231,3,18,2025-08-12 17:49:52.332260,Updated yesterday,2025-08-11 12:00:00.000000,3,3,3 BHK,Semi-Furnished,26 out of 33,,SS Cendana,,Read more,,Freehold,Resale,Garden/Park,100.0,[],True
2 BHK Apartment for Sale in Sector 60 Gurgaon,2.95 Cr,1540 sqft,https://www.magicbricks.com/ireo-skyon-sector-60-gurgaon-pdpid-4d4235303230313733,3,19,2025-08-12 17:49:52.333792,Updated yesterday,2025-08-11 12:00:00.000000,3,2,2 BHK,Semi-Furnished,2 out of 12,,IREO Skyon,Ready to Move,North - West,2 Covered,Freehold,Resale,Garden/Park,110.5,[],True
"3 BHK Apartment for Sale in Nirvana Country, Sector 50 Gurgaon",4.80 Cr,3000 sqft,https://www.magicbricks.com/unitech-the-close-north-nirvana-country-gurgaon-pdpid-4d4235323834363237,3,23,2025-08-12 17:49:52.336801,Updated yesterday,2025-08-11 12:00:00.000000,3,3,3 BHK,Furnished,Lower Basement out of 19,,Unitech The Close North,Ready to Move,,,,Resale,,89.5,[],True
3 BHK Apartment for Sale in Sector 112 Gurgaon,3.85 Cr,2215 sqft,https://www.magicbricks.com/tata-gurgaon-gateway-sector-112-gurgaon-pdpid-4d4235303239353935,3,24,2025-08-12 17:49:52.338082,Updated yesterday,2025-08-11 12:00:00.000000,3,,3 BHK,Semi-Furnished,10 out of 23,,Tata Gurgaon Gateway,Ready to Move,,,,Resale,,84.2,[],True
2 BHK Apartment for Sale in Sector 70A Gurgaon,85 Lac,700 sqft,https://www.magicbricks.com/pyramid-fusion-homes-sector-70a-gurgaon-pdpid-4d4235313232373337,3,25,2025-08-12 17:49:52.339296,Updated yesterday,2025-08-11 12:00:00.000000,2,,2 BHK,Unfurnished,Ground out of 14,,Pyramid Fusion Homes,Ready to Move,,,,Resale,,84.2,[],True
3 BHK Builder Floor for Sale in Sector 70A Gurgaon,2.60 Cr,1750 sqft,https://www.magicbricks.com/bptp-green-oaks-sector-70a-gurgaon-pdpid-4d4235333236323433,3,27,2025-08-12 17:49:52.341430,Updated yesterday,2025-08-11 12:00:00.000000,3,2,3 BHK,Semi-Furnished,4 out of 4,,BPTP Green Oaks,,North - East,,Freehold,Resale,Garden/Park,100.0,[],True
"2 BHK Apartment for Sale in Sector 37C, Delhi Gurgaon Expressway Gurgaon",60 Lac,670 sqft,https://www.magicbricks.com/imperia-shopping-central-sector-37c-gurgaon-pdpid-4d4235333334313437,3,30,2025-08-12 17:49:52.344221,Updated yesterday,2025-08-11 12:00:00.000000,2,,2 BHK,Unfurnished,12 out of 12,,Imperia Shopping Central,Ready to Move,,450 Open,,Resale,,89.5,[],True
3 BHK Apartment for Sale in Sector 102 Gurgaon,2.15 Cr,1569 sqft,https://www.magicbricks.com/adani-m2k-oyster-grande-sector-102-gurgaon-pdpid-4d4235303836323032,4,1,2025-08-12 17:49:59.202331,Updated 4 days ago,2025-08-08 17:49:59.200913,3,3,3 BHK,Unfurnished,15 out of 21,,Adani M2K Oyster Grande,Ready to Move,North - East,,Freehold,New Property,Garden/Park,105.3,[],True
1 BHK Apartment for Sale in Sector 63 Gurgaon,1.20 Cr,600 sqft,https://www.magicbricks.com/baani-city-center-sector-63-gurgaon-pdpid-4d4235303233343338,4,3,2025-08-12 17:49:59.207103,Updated 6 days ago,2025-08-06 17:49:59.204765,1,2,1 BHK,Furnished,4 out of 10,,Baani City Center,Ready to Move,East,,Freehold,New Property,Pool,105.3,[],True
3 BHK Apartment for Sale in Sector 33 Sohna Gurgaon,1.60 Cr,1435 sqft,https://www.magicbricks.com/flora-avenue-33-sohna-sector-33-gurgaon-pdpid-4d4235343233373537,4,5,2025-08-12 17:49:59.209626,Updated 6 days ago,2025-08-06 17:49:59.208554,2,3,3 BHK,Furnished,4 out of 4,,Flora Avenue 33,Ready to Move,,,Freehold,Resale,Garden/Park,100.0,[],True
3 BHK Apartment for Sale in Dwarka Expressway Gurgaon,1.25 Cr,1550 sqft,https://www.magicbricks.com/vatika-one-express-city-dwarka-expressway-gurgaon-pdpid-4d4235303430313038,4,6,2025-08-12 17:49:59.210948,Updated 5 days ago,2025-08-07 17:49:59.210138,3,3,3 BHK,Semi-Furnished,1 out of 2,,Vatika One Express City,,,,,New Property,,84.2,[],True
4 BHK Apartment for Sale in Sector 52 Gurgaon,3.25 Cr,2015 sqft,https://www.magicbricks.com/green-homes-sector-52-gurgaon-pdpid-4d4235313730353839,4,8,2025-08-12 17:49:59.213465,Updated 4 days ago,2025-08-08 17:49:59.212470,3,3,4 BHK,Furnished,5 out of 10,,Green Homes,Ready to Move,South -West,"1 Covered,",Freehold,Resale,"Garden/Park, Main Road",110.5,[],True
