title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date,bathrooms,balcony,property_type,furnishing,floor_details,locality,society,status,facing,parking,ownership,transaction,overlooking,data_quality_score,validation_issues,is_valid
3 BHK Apartment for Sale in Sector 36A Gurgaon,5.30 Cr,1800 sqft,https://www.magicbricks.com/krisumi-waterside-residences-sector-36a-gurgaon-pdpid-4d4235343231343833,4,9,2025-08-12 17:49:59.216069,Updated 4 days ago,2025-08-08 17:49:59.214395,3,2,3 BHK,Semi-Furnished,23 out of 28,,Krisumi Waterside Residences,Ready to Move,East,,Freehold,New Property,"Garden/Park, Pool, Main Road",105.3,[],True
Plot/Land for Sale in Sector 70A Gurgaon,6 Cr,2250 sqft,https://www.magicbricks.com/bptp-astaire-gardens-sector-70a-gurgaon-pdpid-4d4235303031313136,4,10,2025-08-12 17:49:59.217697,Updated 6 days ago,2025-08-06 17:49:59.216558,,,Plot,,,,BPTP Astaire Gardens,,12 m,,Freehold,Resale,,73.7,[],True
"3 BHK Apartment for Sale in Ambience Island, Sector 24, Delhi Gurgaon Expressway Gurgaon",5.49 Cr,2800 sqft,https://www.magicbricks.com/ambience-lagoon-ambience-island-gurgaon-pdpid-4d4235303239383730,4,12,2025-08-12 17:49:59.220111,Updated 4 days ago,2025-08-08 17:49:59.218756,4,4,3 BHK,Semi-Furnished,4 out of 4,,Ambience Lagoon,Ready to Move,East,2 Covered,,Resale,"Garden/Park, Pool, Main Road",105.3,[],True
2 BHK Apartment for Sale in Sector 103 Gurgaon,62 Lac,1460 sqft,https://www.magicbricks.com/spire-wood-sector-103-gurgaon-pdpid-4d4235303137383532,4,13,2025-08-12 17:49:59.222194,Updated 6 days ago,2025-08-06 17:49:59.221261,2,3,2 BHK,Unfurnished,12 out of 16,,Spire Wood,,,1 Covered,,Resale,,89.5,[],True
3 BHK Apartment for Sale in Sector 57 Gurgaon,3.46 Cr,2293 sqft,https://www.magicbricks.com/bptp-freedom-park-life-sector-57-gurgaon-pdpid-4d4235303031313138,4,14,2025-08-12 17:49:59.224001,Updated 5 days ago,2025-08-07 17:49:59.222729,3,3,3 BHK,Furnished,5 out of 19,,BPTP Freedom Park Life,Ready to Move,East,1 Covered,,Resale,"Garden/Park, Pool",105.3,[],True
2 BHK Apartment for Sale in Gwal Pahari Gurgaon,1.42 Cr,975 sqft,https://www.magicbricks.com/suncity-vatsal-valley-gwal-pahari-gurgaon-pdpid-4d4235333331343031,4,15,2025-08-12 17:49:59.225893,Updated 4 days ago,2025-08-08 17:49:59.224608,2,2,2 BHK,Semi-Furnished,2 out of 4,,Suncity Vatsal Valley,Ready to Move,South -West,"1 Covered,",Freehold,Resale,"Garden/Park, Main Road",110.5,[],True
3 BHK Apartment for Sale in Galleria Market Area Gurgaon,3.75 Cr,1770 sqft,https://www.magicbricks.com/dlf-regency-park-1-phase-4-dlf-gurgaon-pdpid-4d4235303031303332,4,17,2025-08-12 17:49:59.227829,Updated 5 days ago,2025-08-07 17:49:59.226967,3,2,3 BHK,Unfurnished,12 out of 20,,DLF Regency Park 1,Ready to Move,,2 Covered,Freehold,Resale,,100.0,[],True
3 BHK Apartment for Sale in Sector 70A Gurgaon,1.50 Cr,1400 sqft,https://www.magicbricks.com/capital-the-residences-360-sector-70a-gurgaon-pdpid-4d4235323835383133,4,18,2025-08-12 17:49:59.229466,Updated 3 days ago,2025-08-09 17:49:59.228357,3,4,3 BHK,Semi-Furnished,8 out of 22,,Capital The Residences 360,Ready to Move,North - East,,Freehold,New Property,"Garden/Park, Main Road",105.3,[],True
2 BHK Apartment for Sale in Sector 36 Sohna Gurgaon,1.96 Cr,697 sqft,https://www.magicbricks.com/the-serenas-sohna-sector-36-gurgaon-pdpid-4d4235303937303833,4,21,2025-08-12 17:49:59.232807,Updated 4 days ago,2025-08-08 17:49:59.231705,2,3,2 BHK,Furnished,7 out of 12,,The Serenas,Ready to Move,,,,Resale,"Garden/Park, Main Road",94.7,[],True
2 BHK Apartment for Sale in Sector 6 Sohna Gurgaon,57 Lac,629 sqft,https://www.magicbricks.com/trisara-our-homes-3-sohna-sector-6-gurgaon-pdpid-4d4235303932333434,4,22,2025-08-12 17:49:59.234484,Updated yesterday,2025-08-11 12:00:00.000000,2,2,2 BHK,Unfurnished,3 out of 9,,Trisara Our Homes 3,Ready to Move,East,,Freehold,New Property,Main Road,105.3,[],True
2 BHK Apartment for Sale in Sector 79 Gurgaon,1.55 Cr,800 sqft,https://www.magicbricks.com/godrej-101-sector-79-gurgaon-pdpid-4d4235303834343632,4,23,2025-08-12 17:49:59.235935,Updated 4 days ago,2025-08-08 17:49:59.235028,2,,2 BHK,Semi-Furnished,7 out of 7,,Godrej 101,Ready to Move,Read more,1 Open,Freehold,Resale,,100.0,[],True
3 BHK Apartment for Sale in Sector 112 Gurgaon,5 Cr,2802 sqft,https://www.magicbricks.com/experion-windchants-sector-112-gurgaon-pdpid-4d4235303232333739,4,24,2025-08-12 17:49:59.237980,Updated 3 days ago,2025-08-09 17:49:59.236963,3,4,3 BHK,Semi-Furnished,8 out of 12,,Experion Windchants,Ready to Move,East,,,Resale,Garden/Park,100.0,[],True
3 BHK Apartment for Sale in Sector 83 Gurgaon,2.80 Cr,1900 sqft,https://www.magicbricks.com/emaar-palm-garden-sector-83-gurgaon-pdpid-4d4235303232343737,4,26,2025-08-12 17:49:59.240128,Updated 6 days ago,2025-08-06 17:49:59.239043,4,4,3 BHK,Furnished,10 out of 13,,Emaar Palm Garden,Ready to Move,Read more,,Freehold,Resale,,100.0,[],True
3 BHK Apartment for Sale in Sector 111 Gurgaon,3.30 Cr,1550 sqft,https://www.magicbricks.com/m3m-crown-phase-1-sector-111-gurgaon-pdpid-4d4235333933333337,4,27,2025-08-12 17:49:59.242079,Updated 4 days ago,2025-08-08 17:49:59.240786,3,3,3 BHK,Semi-Furnished,3 out of 30,,M3M Crown Phase 1,,East,1 Covered,Freehold,Resale,"Garden/Park, Pool",105.3,[],True
"2 BHK Apartment for Sale in Sector 37C, Delhi Gurgaon Expressway Gurgaon",77.5 Lac,585 sqft,https://www.magicbricks.com/the-trisara-apex-our-homes-sector-37c-gurgaon-pdpid-4d4235303239383330,4,29,2025-08-12 17:49:59.244106,Updated 4 days ago,2025-08-08 17:49:59.243153,2,2,2 BHK,Unfurnished,1 out of 11,,The Trisara Apex Our Homes,Ready to Move,East,,Freehold,Resale,"Garden/Park, Main Road",105.3,[],True
4 BHK Apartment for Sale in Sector 108 Gurgaon,4.80 Cr,2423 sqft,https://www.magicbricks.com/sobha-city-sector-108-gurgaon-pdpid-4d4235303836323234,5,2,2025-08-12 17:50:05.555788,Updated 4 days ago,2025-08-08 17:50:05.554568,4,,4 BHK,Unfurnished,6 out of 24,,Sobha City,,,,,Resale,,78.9,[],True
2 BHK House for Sale in Sector 67 Gurgaon,30 Lac,50 sqft,https://www.magicbricks.com/maruti-kunj-sector-67-gurgaon-pdpid-4d4235313731383237,5,3,2025-08-12 17:50:05.557031,Updated 3 days ago,2025-08-09 17:50:05.556273,1,,2 BHK,Unfurnished,,,Maruti Kunj,Ready to Move,,,,Resale,,78.9,[],True
3 BHK Apartment for Sale in Sector 70 Gurgaon,1.55 Cr,950 sqft,https://www.magicbricks.com/tulip-orange-sector-70-gurgaon-pdpid-4d4235303137313631,5,5,2025-08-12 17:50:05.559238,Updated 3 days ago,2025-08-09 17:50:05.558177,2,2,3 BHK,Semi-Furnished,Ground out of 14,,Tulip Orange,Ready to Move,North - East,,,Resale,"Garden/Park, Pool",100.0,[],True
4 BHK Apartment for Sale in Sector 48 Gurgaon,3.09 Cr,1610 sqft,https://www.magicbricks.com/vipul-greens-sector-48-gurgaon-pdpid-4d4235303030333036,5,6,2025-08-12 17:50:05.560847,Updated 4 days ago,2025-08-08 17:50:05.559844,3,5,4 BHK,Semi-Furnished,5 out of 13,,Vipul Greens,Ready to Move,,1 Covered,Freehold,Resale,"Pool, Garden/Park",105.3,[],True
3 BHK Apartment for Sale in Sector 67 Gurgaon,3.40 Cr,1965 sqft,https://www.magicbricks.com/bestech-park-view-spa-next-sector-67-gurgaon-pdpid-4d4235303233333339,5,8,2025-08-12 17:50:05.563143,Updated 5 days ago,2025-08-07 17:50:05.562189,3,,3 BHK,Semi-Furnished,4 out of 16,,Bestech Park View Spa Next,Ready to Move,North,"1 Covered,",Freehold,Resale,Garden/Park,105.3,[],True
"4 BHK Apartment for Sale in Sector 76, Delhi Gurgaon Expressway Gurgaon",8.25 Cr,3577 sqft,https://www.magicbricks.com/dlf-privana-west-sector-76-gurgaon-pdpid-4d4235303733353631,5,10,2025-08-12 17:50:05.566099,Updated 5 days ago,2025-08-07 17:50:05.565114,4,,4 BHK,Furnished,16 out of 40,,DLF Privana West,Ready to Move,Read more,,Freehold,Resale,"Garden/Park, Pool",100.0,[],True
3 BHK Apartment for Sale in Sector 104 Gurgaon,2.50 Cr,1359 sqft,https://www.magicbricks.com/hero-homes-sector-104-gurgaon-pdpid-4d4235313139323831,5,11,2025-08-12 17:50:05.567491,Updated 4 days ago,2025-08-08 17:50:05.566582,2,,3 BHK,Unfurnished,20 out of 36,,Hero Homes,,,,,Resale,,78.9,[],True
4 BHK Apartment for Sale in Phase 3 DLF Gurgaon,6.50 Cr,3500 sqft,https://www.magicbricks.com/dlf-10a-dlf-phase-3-gurgaon-pdpid-4d4235333139303133,5,12,2025-08-12 17:50:05.569108,Updated 4 days ago,2025-08-08 17:50:05.568189,5,3,4 BHK,Semi-Furnished,2 out of 4,,DLF 10A,Ready to Move,North - East,,Freehold,Resale,Garden/Park,105.3,[],True
3 BHK Apartment for Sale in Sector 109 Gurgaon,2.25 Cr,1806 sqft,https://www.magicbricks.com/brisk-lumbini-terrace-homes-sector-109-gurgaon-pdpid-4d4235303233313235,5,14,2025-08-12 17:50:05.571115,Updated 3 days ago,2025-08-09 17:50:05.570137,3,1,3 BHK,Unfurnished,7 out of 14,,Brisk Lumbini Terrace Homes,Ready to Move,,"1 Covered,",Freehold,Resale,Main Road,105.3,[],True
3 BHK Builder Floor for Sale in Golf Course Extension Road Gurgaon,3.30 Cr,1380 sqft,https://www.magicbricks.com/emerald-floor-jemma-golf-course-extension-road-gurgaon-pdpid-4d4235313930363639,5,15,2025-08-12 17:50:05.572615,Updated 4 days ago,2025-08-08 17:50:05.571673,3,,3 BHK,Furnished,Super Area1380 sqftStatusReady to MoveFloorGround out of 3TransactionResaleFurnishingFurnishedfacingNorthoverlookingMain RoadSocietyEmerald Floor JemmaCar Parking1 OpenBathroom3,,Emerald Floor Jemma,Ready to Move,North,1 Open,,Resale,Main Road,100.0,[],True
4 BHK Apartment for Sale in Sector 70 Gurgaon,4.40 Cr,1858 sqft,https://www.magicbricks.com/tulip-crimson-sector-70-gurgaon-pdpid-4d4235343233353339,5,16,2025-08-12 17:50:05.574298,Updated 5 days ago,2025-08-07 17:50:05.573194,5,3,4 BHK,Semi-Furnished,Ground out of 36,,Tulip Crimson,,,2 Covered,Freehold,Resale,,94.7,[],True
3 BHK Apartment for Sale in Sector 109 Gurgaon,3.10 Cr,2095 sqft,https://www.magicbricks.com/ats-kocoon-sector-109-gurgaon-pdpid-4d4235303233353339,5,17,2025-08-12 17:50:05.575851,Updated 3 days ago,2025-08-09 17:50:05.574874,4,,3 BHK,Semi-Furnished,7 out of 25,,ATS Kocoon,Ready to Move,,,,Resale,,84.2,[],True
2 BHK Apartment for Sale in Sector 33 Sohna Gurgaon,1.65 Cr,77 sqm,https://www.magicbricks.com/godrej-nature-plus-sohna-sector-33-gurgaon-pdpid-4d4235313132333731,5,19,2025-08-12 17:50:05.578426,Updated 4 days ago,2025-08-08 17:50:05.577165,2,3,2 BHK,,10 out of 22,,Godrej Nature Plus,Ready to Move,East,"1 Covered,",Freehold,Resale,Main Road,105.3,[],True
2 BHK Apartment for Sale in Sector 88B Gurgaon,1.76 Cr,1350 sqft,https://www.magicbricks.com/vatika-xpressions-sector-88b-gurgaon-pdpid-4d4235303833383038,5,20,2025-08-12 17:50:05.580668,Updated 5 days ago,2025-08-07 17:50:05.579294,2,2,2 BHK,Unfurnished,2 out of 3,,Vatika Xpressions,Ready to Move,,,,Resale,,89.5,[],True
2 BHK Apartment for Sale in Sector 103 Gurgaon,3.50 Cr,1660 sqft,https://www.magicbricks.com/godrej-vrikshya-sector-103-gurgaon-pdpid-4d4235343232353835,5,21,2025-08-12 17:50:05.582407,Updated 4 days ago,2025-08-08 17:50:05.581456,2,3,2 BHK,Unfurnished,19 out of 35,,Godrej Vrikshya,,North - West,,Freehold,Resale,Main Road,100.0,[],True
3 BHK Apartment for Sale in Sector 111 Gurgaon,4.74 Cr,1399 sqft,https://www.magicbricks.com/puri-diplomatic-residences-sector-111-gurgaon-pdpid-4d4235343139333031,5,23,2025-08-12 17:50:05.584464,Updated 6 days ago,2025-08-06 17:50:05.583601,4,3,3 BHK,Semi-Furnished,1 out of 32,,Puri Diplomatic Residences,,Read more,,,Resale,Read more,94.7,[],True
"3 BHK Apartment for Sale in Sector 37D, Delhi Gurgaon Expressway Gurgaon",4.40 Cr,2623 sqft,https://www.magicbricks.com/signature-global-de-luxe-dxp-sector-37d-gurgaon-pdpid-4d4235343139383533,5,25,2025-08-12 17:50:05.586904,Updated 15 hours ago,2025-08-12 02:50:05.585904,3,3,3 BHK,Furnished,30 out of 34,,Signature Global DE LUXE DXP,,East,,Freehold,New Property,"Pool, Garden/Park",100.0,[],True
3 BHK Apartment for Sale in Sector 36 Sohna Gurgaon,1.30 Cr,1081 sqft,https://www.magicbricks.com/signature-global-park-4-and-5-sohna-sector-36-gurgaon-pdpid-4d4235323036343435,5,26,2025-08-12 17:50:05.588449,Updated 3 days ago,2025-08-09 17:50:05.587477,2,3,3 BHK,Furnished,4 out of 4,,Signature Global Park 4 and 5,Ready to Move,West,,Freehold,Resale,"Garden/Park, Pool",105.3,[],True
3 BHK Apartment for Sale in Sector 2 Sohna Gurgaon,1.80 Cr,1465 sqft,https://www.magicbricks.com/lorven-ashiana-mulberry-sohna-sector-2-gurgaon-pdpid-4d4235303738383139,5,27,2025-08-12 17:50:05.590284,Updated yesterday,2025-08-11 12:00:00.000000,2,4,3 BHK,Semi-Furnished,8 out of 17,,Lorven Ashiana Mulberry,Ready to Move,East,,Freehold,Resale,"Pool, Garden/Park, Main Road",105.3,[],True
2 BHK Apartment for Sale in Sector 67A Gurgaon,80 Lac,650 sqft,https://www.magicbricks.com/pyramid-urban67a-sector-67a-gurgaon-pdpid-4d4235313130313731,5,28,2025-08-12 17:50:05.591674,Updated 6 days ago,2025-08-06 17:50:05.590825,2,2,2 BHK,Semi-Furnished,4 out of 12,,Pyramid Urban67A,,,,,Resale,,84.2,[],True
"2 BHK Apartment for Sale in Sector 99A, Delhi Gurgaon Expressway Gurgaon",55 Lac,485 sqft,https://www.magicbricks.com/conscient-habitat-sector-99a-gurgaon-pdpid-4d4235323835393439,5,29,2025-08-12 17:50:05.593323,Updated 6 days ago,2025-08-06 17:50:05.592281,2,1,2 BHK,Unfurnished,5 out of 12,,Conscient Habitat,Ready to Move,East,,Power Of Attorney,Resale,Garden/Park,105.3,[],True
4 BHK House for Sale in Sector 109 Gurgaon,8.50 Cr,1500 sqft,https://www.magicbricks.com/sobha-international-city-sector-109-gurgaon-pdpid-4d4235303130343136,5,30,2025-08-12 17:50:05.594848,Updated 3 days ago,2025-08-09 17:50:05.593874,4,2,4 BHK,Semi-Furnished,1 out of 2,,Sobha International City,Ready to Move,South -West,2 Open,Freehold,Resale,"Garden/Park, Main Road",110.5,[],True
"2 BHK Apartment for Sale in Sector 95A, Pataudi Road Gurgaon",82 Lac,654 sqft,https://www.magicbricks.com/signature-the-roselia-sector-95a-gurgaon-pdpid-4d4235303937303835,6,2,2025-08-12 17:50:12.272334,Updated 3 days ago,2025-08-09 17:50:12.271318,2,,2 BHK,Semi-Furnished,15 out of 17,,Signature The Roselia,Ready to Move,,,,Resale,,84.2,[],True
3 BHK Apartment for Sale in Phase 1 DLF Gurgaon,3 Cr,1800 sqft,https://www.magicbricks.com/dlf-city-plot-phase-1-dlf-phase-1-gurgaon-pdpid-4d4235303934333035,6,3,2025-08-12 17:50:12.274099,Updated 3 days ago,2025-08-09 17:50:12.273037,3,3,3 BHK,Furnished,3 out of 4,,DLF City Plot Phase 1,Ready to Move,East,"2 Covered,",Freehold,Resale,"Garden/Park, Main Road",110.5,[],True
"2 BHK Apartment for Sale in Sector 37C, Delhi Gurgaon Expressway Gurgaon",64 Lac,516 sqft,https://www.magicbricks.com/the-trisara-apex-our-homes-sector-37c-gurgaon-pdpid-4d4235303239383330,6,5,2025-08-12 17:50:12.278028,Updated yesterday,2025-08-11 12:00:00.000000,1,1,2 BHK,Semi-Furnished,4 out of 11,,The Trisara Apex Our Homes,Ready to Move,,,Freehold,Resale,,94.7,[],True
4 BHK Apartment for Sale in Sector 90 Gurgaon,3 Cr,2727 sqft,https://www.magicbricks.com/dlf-new-town-heights-1-sector-90-gurgaon-pdpid-4d4235303836383036,6,7,2025-08-12 17:50:12.281752,Updated 3 days ago,2025-08-09 17:50:12.280081,4,,4 BHK,Semi-Furnished,24 out of 26,,DLF New Town Heights 1,Ready to Move,,,,Resale,,84.2,[],True
3 BHK Apartment for Sale in Sector 30 Gurgaon,1.25 Cr,1350 sqft,https://www.magicbricks.com/luxury-villa-sector-30-gurgaon-pdpid-4d4235323037303739,6,9,2025-08-12 17:50:12.285580,Updated yesterday,2025-08-11 12:00:00.000000,2,,3 BHK,Furnished,2 out of 5,,Luxury Villa,Ready to Move,,,,Resale,,84.2,[],True
3 BHK Apartment for Sale in Sector 48 Gurgaon,7 Cr,2000 sqft,https://www.magicbricks.com/bella-vista-central-park-2-sector-48-gurgaon-pdpid-4d4235313333303631,6,13,2025-08-12 17:50:12.292927,Updated 3 days ago,2025-08-09 17:50:12.290578,3,3,3 BHK,Furnished,3 out of 35,,Bella Vista Central Park 2,Ready to Move,East,2 Covered,Freehold,Resale,"Garden/Park, Pool, Main Road",110.5,[],True
5 BHK Apartment for Sale in Sector 106 Gurgaon,5.50 Cr,4250 sqft,https://www.magicbricks.com/paras-dews-sector-106-gurgaon-pdpid-4d4235303130333033,6,14,2025-08-12 17:50:12.295567,Updated yesterday,2025-08-11 12:00:00.000000,5,5,5 BHK,Semi-Furnished,24 out of 24,,Paras Dews,Ready to Move,North,2 Covered,Freehold,Resale,"Garden/Park, Main Road",110.5,[],True
4 BHK Apartment for Sale in Sector 48 Gurgaon,16 Cr,3931 sqft,https://www.magicbricks.com/central-park-resorts-sky-villas-sector-48-gurgaon-pdpid-4d4235313836303435,6,17,2025-08-12 17:50:12.298368,Updated 6 days ago,2025-08-06 17:50:12.297338,6,4,4 BHK,Semi-Furnished,6 out of 17,,Central Park Resorts Sky Villas,Ready to Move,,2 Covered,Freehold,Resale,Garden/Park,105.3,[],True
3 BHK Builder Floor for Sale in Sector 63A Gurgaon,3 Cr,1950 sqft,https://www.magicbricks.com/anant-raj-estate-sector-63a-gurgaon-pdpid-4d4235303233383439,6,18,2025-08-12 17:50:12.300220,Updated 5 days ago,2025-08-07 17:50:12.299113,3,3,3 BHK,Furnished,2 out of 4,,Anant Raj Estate,Ready to Move,East,1 Covered,Freehold,Resale,Garden/Park,110.5,[],True
3 BHK Apartment for Sale in Sector 43 Gurgaon,5.70 Cr,2066 sqft,https://www.magicbricks.com/dlf-richmond-park-sector-43-gurgaon-pdpid-4d4235303031343333,6,21,2025-08-12 17:50:12.303636,Updated 6 days ago,2025-08-06 17:50:12.302361,3,4,3 BHK,Semi-Furnished,14 out of 20,,DLF Richmond Park,Ready to Move,North - East,,Freehold,Resale,"Garden/Park, Pool, Main Road",105.3,[],True
3 BHK Apartment for Sale in Sector 84 Gurgaon,1.80 Cr,1750 sqft,https://www.magicbricks.com/ss-the-coralwood-sector-84-gurgaon-pdpid-4d4235303137373030,6,23,2025-08-12 17:50:12.306583,Updated 6 days ago,2025-08-06 17:50:12.305177,3,2,3 BHK,Semi-Furnished,11 out of 21,,SS The Coralwood,Ready to Move,North,,Freehold,Resale,"Pool, Garden/Park, Main Road",105.3,[],True
4 BHK Apartment for Sale in Dwarka Expressway Gurgaon,6.50 Cr,2700 sqft,https://www.magicbricks.com/m3m-mansion-dwarka-expressway-gurgaon-pdpid-4d4235343139383537,6,24,2025-08-12 17:50:12.307931,Updated 4 days ago,2025-08-08 17:50:12.307101,5,,4 BHK,Unfurnished,6 out of 30,,M3M Mansion,,Read more,,,Resale,"Garden/Park, Pool",89.5,[],True
3 BHK Builder Floor for Sale in Phase 2 DLF Gurgaon,4.65 Cr,2450 sqft,https://www.magicbricks.com/dlf-city-plot-phase-2-dlf-phase-2-gurgaon-pdpid-4d4235303934333039,6,25,2025-08-12 17:50:12.309580,Updated 6 days ago,2025-08-06 17:50:12.308579,3,4,3 BHK,Furnished,3 out of 4,,DLF City Plot Phase 2,Ready to Move,North - East,,Freehold,Resale,"Garden/Park, Main Road",105.3,[],True
3 BHK Apartment for Sale in Sector 103 Gurgaon,1.95 Cr,1000 sqft,https://www.magicbricks.com/landmark-residency-sector-103-gurgaon-pdpid-4d4235303234323531,6,26,2025-08-12 17:50:12.311405,Updated 3 days ago,2025-08-09 17:50:12.310211,2,3,3 BHK,Semi-Furnished,9 out of 14,,Landmark Residency,Ready to Move,East,"2 Covered,",Freehold,Resale,Garden/Park,110.5,[],True
Studio Apartment for Sale in Sector 57 Gurgaon,1.69 Cr,12100 sqft,https://www.magicbricks.com/m3m-paragon-57-sector-57-gurgaon-pdpid-4d4235333930323739,6,28,2025-08-12 17:50:12.313772,Updated 4 days ago,2025-08-08 17:50:12.312673,2,1,Studio,Unfurnished,11 out of 14,,M3M Paragon 57,,North - East,1 Covered,Freehold,Resale,Main Road,105.3,[],True
3 BHK Apartment for Sale in Sector 81 Gurgaon,4 Cr,2103 sqft,https://www.magicbricks.com/dlf-the-ultima-sector-81-gurgaon-pdpid-4d4235303232373339,6,29,2025-08-12 17:50:12.315536,Updated 5 days ago,2025-08-07 17:50:12.314377,3,4,3 BHK,Semi-Furnished,1 out of 29,,DLF The Ultima,Ready to Move,,2 Covered,Freehold,Resale,"Garden/Park, Pool",105.3,[],True
8 BHK House for Sale in Part 2 Sector 15 Gurgaon,3.10 Cr,1335 sqft,https://www.magicbricks.com/friends-colony-sector-15-part-2-gurgaon-pdpid-4d4235303830343131,7,1,2025-08-12 17:50:19.265634,Updated 4 days ago,2025-08-08 17:50:19.263542,10,1,8 BHK,Unfurnished,,,Friends Colony,Ready to Move,North - East,,,Resale,Main Road,94.7,[],True
"4 BHK Apartment for Sale in Sector 76, Delhi Gurgaon Expressway Gurgaon",7.23 Cr,3577 sqft,https://www.magicbricks.com/dlf-privana-west-sector-76-gurgaon-pdpid-4d4235303733353631,7,2,2025-08-12 17:50:19.268442,Updated yesterday,2025-08-11 12:00:00.000000,4,4,4 BHK,Unfurnished,33 out of 41,,DLF Privana West,,,,,Resale,,84.2,[],True
4 BHK Apartment for Sale in Sector 103 Gurgaon,2.95 Cr,1800 sqft,https://www.magicbricks.com/indiabulls-centrum-park-sector-103-gurgaon-pdpid-4d4235303030383737,7,7,2025-08-12 17:50:19.274630,Updated 4 days ago,2025-08-08 17:50:19.273520,4,4,4 BHK,Unfurnished,1 out of 18,,Indiabulls Centrum Park,Ready to Move,East,2 Covered,Freehold,Resale,Garden/Park,110.5,[],True
4 BHK Builder Floor for Sale in Sector 92 Gurgaon,3.30 Cr,2700 sqft,https://www.magicbricks.com/dlf-garden-city-floors-sector-92-gurgaon-pdpid-4d4235323332313533,7,9,2025-08-12 17:50:19.276749,Updated 4 days ago,2025-08-08 17:50:19.275734,4,3,4 BHK,Unfurnished,Carpet Area2700 sqftStatusReady to MoveFloor4 out of 4TransactionResaleFurnishingUnfurnishedfacingNorth - EastSocietyDLF Garden City FloorsOwnershipFreeholdCar Parking2 CoveredBathroom4Balcony3,,DLF Garden City Floors,Ready to Move,North - East,2 Covered,Freehold,Resale,,105.3,[],True
1 BHK Apartment for Sale in Sector 93 Gurgaon,59 Lac,543 sqft,https://www.magicbricks.com/signature-global-city-93-sector-93-gurgaon-pdpid-4d4235333933373231,7,10,2025-08-12 17:50:19.279377,Updated 4 days ago,2025-08-08 17:50:19.277787,2,2,1 BHK,,14 out of 14,,Signature Global City 93,,North - East,200 Open,Freehold,Resale,Garden/Park,100.0,[],True
3 BHK Apartment for Sale in Sector 70 Gurgaon,1.40 Cr,1615 sqft,https://www.magicbricks.com/unitech-south-park-sector-70-gurgaon-pdpid-4d4235303137303830,7,12,2025-08-12 17:50:19.282199,Updated 3 days ago,2025-08-09 17:50:19.281325,3,,3 BHK,Semi-Furnished,3 out of 10,,Unitech South Park,,,,,Resale,,78.9,[],True
"3 BHK Builder Floor for Sale in Sector 37D, Delhi Gurgaon Expressway Gurgaon",1.80 Cr,1000 sqft,https://www.magicbricks.com/signature-global-city-37d-sector-37d-gurgaon-pdpid-4d4235323933343339,7,13,2025-08-12 17:50:19.284527,Updated 4 days ago,2025-08-08 17:50:19.282746,3,3,3 BHK,Semi-Furnished,4 out of 4,,Signature Global City 37D,Ready to Move,,,Freehold,Resale,Main Road,100.0,[],True
